,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
1644,1644,1644,2022-06-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02324181_05_segment,00:10:28,22:51:19,23:01:47,Eppo van Nispen tot Sevenaer honors Jos Brink,"Jos Brink should have turned 80 on Sunday 19 June. But the comedian, actor, presenter and pastor passed away in 2007. Director of Sound & Vision Eppo van Nispen tot Sevenaer pays tribute to one of the greatest and most beloved showmen in the Netherlands with known and unknown fragments.","['fragments', 'director', 'eighty']",2022-06-17 22:51:19,2022-06-17 23:01:47,WON02324181,5
1645,1645,1645,2020-07-17,"['Moussaid, Nadia', 'Wielen, Pieter van der']",OP1__________-WON02139376_01_segment,00:14:07,22:14:15,22:28:23,"Virologist Marion Koopmans: ""We can lose leeway very quickly""","It is the first day that the whole of the Netherlands has summer holidays, but the virus is far from over. Belgium fears a second wave and fires are also emerging in the rest of Europe. We ask virologist Marion Koopmans whether we in the Netherlands should be afraid of a possible second wave and new corona measures. And what this means for our holiday plans, we ask MAX Ombudsman Jeanine Janssen.","['corona measures', 'Belgium', 'second']",2020-07-17 22:14:15,2020-07-17 22:28:23,WON02139376,1
1646,1646,1646,2020-07-17,"['Moussaid, Nadia', 'Wielen, Pieter van der']",OP1__________-WON02139376_02_segment,00:08:44,22:28:23,22:37:07,Microbiologist Gertjan Medema and drug researcher Thomas ter Laak of KWR water research institute love the sewer,"We don't want to know what kind of filth goes through the sewer. But the sewer also has an unprecedented beauty. For researchers, at least. Because they can detect the state of our health there. Because where is there excessive drug use and more importantly in these times: in which places can a new corona outbreak be seen? We talk about it with microbiologist Gertjan Medema and drug researcher Thomas ter Laak of the water research institute KWR.","['all', 'water research institute', 'drug use']",2020-07-17 22:28:23,2020-07-17 22:37:07,WON02139376,2
1647,1647,1647,2020-07-17,"['Moussaid, Nadia', 'Wielen, Pieter van der']",OP1__________-WON02139376_03_segment,00:11:25,22:42:28,22:53:53,Hanneke Groenteman wrote a youth novel for the first time: 'De Battle',"A special debut by presenter and journalist Hanneke Groenteman, because she wrote a youth novel for the first time. 'The Battle' is about an unexpected friendship between two teenage girls: hockey girl Hanna and Yara, who has fled from Syria and lives in an asylum seekers centre.","['wrote', 'Syria', 'hockey girl']",2020-07-17 22:42:28,2020-07-17 22:53:53,WON02139376,3
1648,1648,1648,2020-07-17,"['Moussaid, Nadia', 'Wielen, Pieter van der']",OP1__________-WON02139376_04_segment,00:15:18,22:53:54,23:09:12,Royalty reporter Jeroen Snel and correspondent Lia van Bekhoven about docu-series 'The Windsors' about the British Royal Family,"The British Royal Family is the most talked about Royal Family in the world. Not only because of the age-old traditions and the longest-serving head of state, Queen Elizabeth, but mainly because of all the affairs, excesses and intrigues. How the British Royals get into trouble time and time again can be seen in the documentary series 'The Windsors'. At Op1, royalty reporter Jeroen Snel and correspondent Lia van Bekhoven talk about it.","['time', 'traditions', 'royalty reporter']",2020-07-17 22:53:54,2020-07-17 23:09:12,WON02139376,4
1649,1649,1649,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_01_segment,00:12:32,22:21:50,22:34:22,Arie Slob (Education) has set up a special team to advise schools on ventilation,"Primary and secondary schools in the Northern Netherlands region will reopen today and later this week, with full classes again for the first time. In recent weeks there has been great unrest about the corona measures, especially about ventilation: are the schools well prepared? Arie Slob, Minister of Education, talks about it.","['later', 'corona measures', 'Education']",2020-08-17 22:21:50,2020-08-17 22:34:22,WON02147111,1
1650,1650,1650,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_02_segment,00:10:22,22:34:21,22:44:43,Ernst Kuipers concerned about increasing number of corona infections,"Ernst Kuipers, chairman of the National Acute Care Network, is concerned about the rising corona figures and fears a second wave. He insists on staying home and testing even an innocent-looking snot. Because IC bed occupancy is also steadily creeping up.","['corona numbers', 'golf', 'second']",2020-08-17 22:34:21,2020-08-17 22:44:43,WON02147111,2
1651,1651,1651,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_03_segment,00:09:18,22:44:44,22:54:02,Martin Sitalsing (Police Central Netherlands) about the rioters in Utrecht and The Hague,"It has been restless for days in The Hague and Utrecht. In countless riots, the police have come into contact with troublemakers who misbehave due to months of boredom, the heat wave and hopeless corona crisis. Martin Sitalsing, chief commissioner of the Central Netherlands Police Unit, is a guest at Op1. How is the unrest now?","['martin', 'hopeless', 'chief officer']",2020-08-17 22:44:44,2020-08-17 22:54:02,WON02147111,3
1652,1652,1652,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_04_segment,00:05:15,22:54:53,23:00:08,Trade union director Liane den Haan nominated as the new leader of 50Plus,Trade union director Liane den Haan has been nominated as party leader of 50Plus. What moves her to take over the torch at the quarreling elderly party?,"['liane', 'union manager', '50plus']",2020-08-17 22:54:53,2020-08-17 23:00:08,WON02147111,4
1653,1653,1653,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_05_segment,00:04:57,23:00:08,23:05:06,Evgeniy Levchenko on the political tensions in Belarus,"For the ninth day in a row, crowds of people have gathered in the Belarusian capital Minsk to demonstrate against President Lukashenko and for new elections. Evgeniy Levchenko, himself born in Ukraine, which, like Belarus, was part of the Soviet Union for a long time, joins Op1. How is his relationship with Belarus and how does he assess the situation there?","['lange', 'situation', 'levchenko']",2020-08-17 23:00:08,2020-08-17 23:05:06,WON02147111,5
1654,1654,1654,2020-08-17,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02147111_06_segment,00:10:42,23:05:05,23:15:47,Barbara Barend and Evgeniy Levchenko about FC Barcelona and Ronald Koeman,"The crisis at FC Barcelona is complete after the punishment by Bayern Munich (2-8) in the quarterfinals of the Champions League. How should things continue with the club and the star players Lionel Messi, Luis Suárez and Frenkie de Jong? Ronald Koeman is the main candidate for coaching and is said to have already talked to a delegation from the Catalan club. Barbara Barend, founder of sports magazine Helden, is a guest and former football player Evgeniy Levchenko also joins the conversation.","['completely', 'sports magazines', 'levchenko']",2020-08-17 23:05:05,2020-08-17 23:15:47,WON02147111,6
1655,1655,1655,2021-08-17,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02248185_01_segment,00:12:58,22:22:02,22:35:01,Anne-Marie Snels is in contact with interpreters who are stuck in Afghanistan,"On Tuesday, Op1's broadcast will be entirely devoted to the situation in Afghanistan. Thousands of people want to leave the country now that the Taliban are in power. Former chairman of the military union Anne-Marie Snels is in contact with Afghan interpreters, who are now trapped like rats.","['fully', 'contact', 'afghanistan']",2021-08-17 22:22:02,2021-08-17 22:35:01,WON02248185,1
1656,1656,1656,2021-08-17,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02248185_02_segment,00:11:13,22:35:09,22:46:22,"Anoush Dastgir, Faysal Shayesteh and Nilofar Yaqoubi worry about family and friends in Afghanistan","On Tuesday, Op1 will be entirely devoted to developments in Afghanistan. National coach of the Afghanistan national football team Anoush Dastgir and captain Faysal Shayesteh are very concerned about their teammates and family. Just like influencer Nilofar Yaqoubi, who once played for the Afghan women's team.","['fully', 'developments', 'afghanistan']",2021-08-17 22:35:09,2021-08-17 22:46:22,WON02248185,2
1657,1657,1657,2021-08-17,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02248185_03_segment,00:18:48,22:46:22,23:05:10,"Derk Boswijk, Roy Grinwis, Thomas van Groningen and Natalie Righton about the parliamentary debate on Afghanistan","CDA MP Derk Boswijk became emotional today when he spoke about Dutch veterans in Afghanistan during the parliamentary debate. He is sitting at our table with one of them, Roy Grinwis. How does Grinwis view the situation in the country where he served? Parliamentary journalist Thomas van Groningen and former correspondent Natalie Righton closely followed the parliamentary debate on the situation in Afghanistan and bring the latest news from political The Hague.","['table', 'emotional', 'afghanistan']",2021-08-17 22:46:22,2021-08-17 23:05:10,WON02248185,3
1658,1658,1658,2021-08-17,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02248185_04_segment,00:08:36,23:05:09,23:13:45,Beatrice de Graaf on the situation in Afghanistan and the consequences for the West,"What will we, as Western countries, notice of a state in which the Taliban is in power? And what is the chance that Afghanistan will really become a hotbed for terrorists? We discuss this with Professor of International and Political History Beatrice de Graaf.","['professor', 'history', 'afghanistan']",2021-08-17 23:05:09,2021-08-17 23:13:45,WON02248185,4
1659,1659,1659,2022-08-17,"['Fikse, Margje', 'Ostiana, Giovanca']",OP1__________-WON02337650_01_segment,00:09:44,22:18:16,22:28:00,Jessica Schilder about her European Championship gold in the shot put,"Shot putter Jessica Schilder still can't believe she has become European champion. With a thrust of more than 20 meters, she became the first Dutch athlete to ever take gold in the shot put at the Olympiastadion in Munich. She set a Dutch record with this monster punch.","['twenty', 'to believe', 'olympic stadium']",2022-08-17 22:18:16,2022-08-17 22:28:00,WON02337650,1
1660,1660,1660,2022-08-17,"['Fikse, Margje', 'Ostiana, Giovanca']",OP1__________-WON02337650_02_segment,00:23:33,22:28:01,22:51:34,"Ursula Bekhuis, Hennie de Haan and Willem Straat about the asylum crisis","The cabinet will be the first municipality to oblige Tubbergen to receive asylum seekers. From September, up to 300 people will be accommodated in country hotel 't Elshuys, next to the house of local resident Hennie de Haan. Alderman Ursula Bekhuis is angry and does not simply accept the arrival of the AZC. At the same time, it is still chaos in Ter Apel. The Groningen entrepreneur Willem Straat handed out tents to asylum seekers there, but they had to return them immediately from the municipality.","['country hotel', 'september', 'three hundred']",2022-08-17 22:28:01,2022-08-17 22:51:34,WON02337650,2
1661,1661,1661,2022-08-17,"['Fikse, Margje', 'Ostiana, Giovanca']",OP1__________-WON02337650_03_segment,00:12:06,22:51:58,23:04:05,Kysia Hekster and Robert Serry about 6 months of war in Ukraine,Former ambassador Robert Serry returned to Ukraine this summer and is participating in an initiative to rebuild the houses destroyed in the war together with Ukrainians. NOS reporter Kysia Hekster traveled through Ukraine and saw how the country is developing after 6 months of war.,"['news reporter', 'initiative', 'robert']",2022-08-17 22:51:58,2022-08-17 23:04:05,WON02337650,3
1662,1662,1662,2022-08-17,"['Fikse, Margje', 'Ostiana, Giovanca']",OP1__________-WON02337650_04_segment,00:11:50,23:04:05,23:15:56,Mart Hoogkamer about his new single 'Diamant',"Mart Hoogkamer scored the summer hit of 2021 with 'Ik Ga Swimming'. But the singer has more to offer than singing about booze. In his new song 'Diamant' he shows a more personal side of himself. In addition, he will soon enter the theaters with his own show.","['swimming', 'two thousand and twenty-one', 'more personal']",2022-08-17 23:04:05,2022-08-17 23:15:56,WON02337650,4
1663,1663,1663,2020-09-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02156100_01_segment,00:18:41,22:41:16,22:59:57,Political reporters Joost Vullings and Marieke Smits about the General Political Reflections,"After the House of Representatives, it is the Cabinet's turn during the General Political Reflections. Prime Minister Mark Rutte addresses the questions and wishes that the parties have put to the cabinet about next year's budget and the corona policy was also discussed. How did Rutte fare in the political arena? Joost Vullings, political commentator at EenVandaag and Marieke Smits, political reporter at WNL, look back on the debate.","['news reporter', 'during the day', 'coronabeleid']",2020-09-17 22:41:16,2020-09-17 22:59:57,WON02156100,1
1664,1664,1664,2020-09-17,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02156100_02_segment,00:11:33,22:59:55,23:11:29,John van den Heuvel about serious corruption in the police,Police officers who are blackmailed or simply bought; a large-scale investigation into the encrypted messages of serious criminals reveals a multitude of corrupt employees. Crime reporter John van den Heuvel talks about the serious corruption in the police. Criminals seem to have free reign and even infiltrate the various services.,"['various', 'hill', 'crime reporter']",2020-09-17 22:59:55,2020-09-17 23:11:29,WON02156100,2
